,number_of_books_read,year
863,7,2018
864,4,2018
865,10,2018
866,15,2018
867,24,2018
868,15,2018
869,0,2018
870,3,2018
871,12,2018
872,0,2018
873,3,2018
874,0,2018
875,8,2018
876,30,2018
877,25,2018
878,24,2018
879,7,2018
880,50,2018
881,5,2018
882,4,2018
883,2,2018
884,3,2018
885,1,2018
886,5,2018
887,15,2018
888,1,2018
889,35,2018
890,2,2018
891,24,2018
892,4,2018
893,7,2018
894,3,2018
895,0,2018
896,20,2018
897,0,2018
898,3,2018
899,3,2018
900,0,2018
901,12,2018
902,7,2018
903,1,2018
904,30,2018
905,6,2018
906,9,2018
907,1,2018
908,7,2018
909,96,2018
910,4,2018
911,6,2018
912,40,2018
913,96,2018
914,6,2018
915,0,2018
916,4,2018
917,96,2018
918,0,2018
919,15,2018
920,2,2018
921,0,2018
922,30,2018
923,20,2018
924,12,2018
925,15,2018
926,6,2018
927,1,2018
928,20,2018
929,0,2018
930,4,2018
931,2,2018
932,35,2018
933,3,2018
934,5,2018
935,1,2018
936,20,2018
937,40,2018
938,7,2018
939,2,2018
940,0,2018
941,1,2018
942,8,2018
943,45,2018
944,4,2018
945,0,2018
946,6,2018
947,5,2018
948,2,2018
949,12,2018
950,4,2018
951,0,2018
952,12,2018
953,7,2018
954,10,2018
955,23,2018
956,12,2018
957,7,2018
958,96,2018
959,24,2018
960,2,2018
961,2,2018
962,0,2018
963,5,2018
964,0,2018
965,7,2018
966,60,2018
967,1,2018
968,5,2018
969,5,2018
970,20,2018
971,6,2018
972,0,2018
973,3,2018
974,0,2018
975,12,2018
976,5,2018
977,3,2018
978,0,2018
979,5,2018
980,5,2018
981,0,2018
982,2,2018
983,8,2018
984,0,2018
985,0,2018
986,6,2018
987,97,2018
988,0,2018
989,3,2018
990,90,2018
991,12,2018
992,4,2018
993,0,2018
994,15,2018
995,97,2018
996,50,2018
997,22,2018
998,26,2018
999,4,2018
1000,9,2018
1001,26,2018
1002,15,2018
1003,0,2018
1004,4,2018
1005,28,2018
1006,80,2018
1007,5,2018
1008,2,2018
1009,0,2018
1010,15,2018
1011,12,2018
1012,5,2018
1013,5,2018
1014,1,2018
1015,24,2018
1016,0,2018
1017,0,2018
1018,4,2018
1019,20,2018
1020,0,2018
1021,10,2018
1022,5,2018
1023,0,2018
1024,2,2018
1025,5,2018
1026,0,2018
1027,1,2018
1028,0,2018
1029,3,2018
1030,0,2018
1031,6,2018
1032,0,2018
1033,1,2018
1034,0,2018
1035,20,2018
1036,0,2018
1037,2,2018
1038,15,2018
1039,20,2018
1040,11,2018
1041,0,2018
1042,11,2018
1043,3,2018
1044,97,2018
1045,0,2018
1046,0,2018
1047,5,2018
1048,0,2018
1049,0,2018
1050,12,2018
1051,30,2018
1052,50,2018
1053,5,2018
1054,97,2018
1055,0,2018
1056,2,2018
1057,4,2018
1058,0,2018
1059,3,2018
1060,1,2018
1061,0,2018
1062,6,2018
1063,12,2018
1064,8,2018
1065,6,2018
1066,15,2018
1067,10,2018
1068,15,2018
1069,97,2018
1070,3,2018
1071,12,2018
1072,50,2018
1073,0,2018
1074,90,2018
1075,0,2018
1076,3,2018
1077,5,2018
1078,8,2018
1079,7,2018
1080,8,2018
1081,2,2018
1082,20,2018
1083,30,2018
1084,4,2018
1085,0,2018
1086,10,2018
1087,45,2018
1088,0,2018
1089,97,2018
1090,0,2018
1091,6,2018
1092,30,2018
1093,0,2018
1094,6,2018
1095,50,2018
1096,15,2018
1097,0,2018
1098,5,2018
1099,2,2018
1100,0,2018
1101,15,2018
1102,6,2018
1103,5,2018
1104,6,2018
1105,0,2018
1106,0,2018
1107,0,2018
1108,5,2018
1109,3,2018
1110,0,2018
1111,10,2018
1112,0,2018
1113,10,2018
1114,0,2018
1115,10,2018
1116,36,2018
1117,97,2018
1118,25,2018
1119,20,2018
1120,30,2018
1121,6,2018
1122,25,2018
1123,0,2018
1124,12,2018
1125,20,2018
1126,12,2018
1127,2,2018
1128,5,2018
1129,45,2018
1130,20,2018
1131,2,2018
1132,96,2018
1133,12,2018
1134,11,2018
1135,10,2018
1136,2,2018
1137,12,2018
1138,24,2018
1139,9,2018
1140,2,2018
1141,3,2018
1142,15,2018
1143,2,2018
1144,6,2018
1145,6,2018
1146,12,2018
1147,12,2018
1148,1,2018
1149,15,2018
1150,0,2018
1151,3,2018
1152,2,2018
1153,0,2018
1154,50,2018
1155,25,2018
1156,5,2018
1157,0,2018
1158,0,2018
1159,45,2018
1160,3,2018
1161,2,2018
1162,0,2018
1163,3,2018
1164,2,2018
1165,0,2018
1166,6,2018
1167,4,2018
1168,0,2018
1169,0,2018
1170,12,2018
1171,30,2018
1172,1,2018
1173,2,2018
1174,1,2018
1175,0,2018
1176,3,2018
1177,75,2018
1178,0,2018
1179,2,2018
1180,0,2018
1181,6,2018
1182,2,2018
1183,3,2018
1184,0,2018
1185,8,2018
1186,0,2018
1187,97,2018
1188,10,2018
1189,20,2018
1190,12,2018
1191,5,2018
1192,0,2018
1193,6,2018
1194,2,2018
1195,0,2018
1196,0,2018
1197,12,2018
1198,4,2018
1199,20,2018
1200,97,2018
1201,0,2018
1202,12,2018
1203,2,2018
1204,4,2018
1205,0,2018
1206,25,2018
1207,3,2018
1208,5,2018
1209,0,2018
1210,20,2018
1211,3,2018
1212,0,2018
1213,12,2018
1214,0,2018
1215,2,2018
1216,0,2018
1217,3,2018
1218,5,2018
1219,6,2018
1220,3,2018
1221,2,2018
1222,10,2018
1223,4,2018
1224,0,2018
1225,25,2018
1226,20,2018
1227,3,2018
1228,12,2018
1229,15,2018
1230,3,2018
1231,7,2018
1232,15,2018
1233,6,2018
1234,0,2018
1235,0,2018
1236,1,2018
1237,4,2018
1238,0,2018
1239,2,2018
1240,10,2018
1241,2,2018
1242,4,2018
1243,5,2018
1244,15,2018
1245,8,2018
1246,2,2018
1247,15,2018
1248,4,2018
1249,1,2018
1250,5,2018
1251,1,2018
1252,60,2018
1253,26,2018
1254,2,2018
1255,30,2018
1256,10,2018
1257,30,2018
1258,15,2018
1259,3,2018
1260,5,2018
1261,8,2018
1262,4,2018
1263,12,2018
1264,0,2018
1265,6,2018
1266,5,2018
1267,3,2018
1268,1,2018
1269,0,2018
1270,0,2018
1271,6,2018
1272,3,2018
1273,20,2018
1274,6,2018
1275,10,2018
1276,5,2018
1277,75,2018
1278,15,2018
1279,7,2018
1280,7,2018
1281,10,2018
1282,2,2018
1283,8,2018
1284,3,2018
1285,4,2018
1286,5,2018
1287,13,2018
1288,12,2018
1289,1,2018
1290,40,2018
1291,50,2018
1292,9,2018
1293,1,2018
1294,2,2018
1295,12,2018
1296,10,2018
1297,6,2018
1298,2,2018
1299,12,2018
1300,0,2018
1301,2,2018
1302,60,2018
1303,3,2018
1304,2,2018
1305,84,2018
1306,6,2018
1307,20,2018
1308,6,2018
1309,12,2018
1310,3,2018
1311,12,2018
1312,5,2018
1313,50,2018
1314,8,2018
1315,0,2018
1316,40,2018
1317,5,2018
1318,2,2018
1319,0,2018
1320,6,2018
1321,5,2018
1322,4,2018
1323,15,2018
1324,6,2018
1325,15,2018
1326,5,2018
1327,96,2018
1328,3,2018
1329,5,2018
1330,4,2018
1331,0,2018
1332,10,2018
1333,20,2018
1334,6,2018
1335,2,2018
1336,2,2018
1337,15,2018
1338,25,2018
1339,0,2018
1340,0,2018
1341,97,2018
1342,25,2018
1343,1,2018
1344,2,2018
1345,3,2018
1346,6,2018
1347,10,2018
1348,25,2018
1349,8,2018
1350,50,2018
1351,7,2018
1352,2,2018
1353,10,2018
1354,3,2018
1355,6,2018
1356,24,2018
1357,2,2018
1358,7,2018
1359,4,2018
1360,8,2018
1361,0,2018
1362,1,2018
1363,4,2018
1364,6,2018
1365,75,2018
1366,5,2018
1367,15,2018
1368,1,2018
1369,6,2018
1370,10,2018
1371,55,2018
1372,20,2018
1373,97,2018
1374,0,2018
1375,3,2018
1376,1,2018
1377,4,2018
1378,10,2018
1379,0,2018
1380,4,2018
1381,5,2018
1382,0,2018
1383,0,2018
1384,18,2018
1385,3,2018
1386,96,2018
1387,96,2018
1388,0,2018
1389,0,2018
1390,5,2018
1391,3,2018
1392,0,2018
1393,6,2018
1394,10,2018
1395,30,2018
1396,1,2018
1397,12,2018
1398,0,2018
1399,10,2018
1400,5,2018
1401,3,2018
1402,50,2018
1403,0,2018
1404,6,2018
1405,0,2018
1406,5,2018
1407,10,2018
1408,20,2018
1409,4,2018
1410,0,2018
1411,6,2018
1412,2,2018
1413,11,2018
1414,66,2018
1415,0,2018
1416,1,2018
1417,5,2018
1418,7,2018
1419,0,2018
1420,10,2018
1421,0,2018
1422,0,2018
1423,4,2018
1424,0,2018
1425,15,2018
1426,0,2018
1427,6,2018
1428,35,2018
1429,12,2018
1430,20,2018
1431,12,2018
1432,12,2018
1433,5,2018
1434,2,2018
1435,4,2018
1436,20,2018
1437,7,2018
1438,3,2018
1439,97,2018
1440,40,2018
1441,12,2018
1442,0,2018
1443,26,2018
1444,10,2018
1445,10,2018
1446,5,2018
1447,2,2018
1448,7,2018
1449,0,2018
1450,6,2018
1451,96,2018
1452,0,2018
1453,0,2018
1454,0,2018
1455,0,2018
1456,6,2018
1457,7,2018
1458,1,2018
1459,35,2018
1460,10,2018
1461,50,2018
1462,70,2018
1463,0,2018
1464,3,2018
1465,6,2018
1466,20,2018
1467,4,2018
1468,0,2018
1469,1,2018
1470,0,2018
1471,3,2018
1472,5,2018
1473,97,2018
1474,30,2018
1475,10,2018
1476,0,2018
1477,12,2018
1478,10,2018
1479,45,2018
1480,10,2018
1481,20,2018
1482,3,2018
1483,3,2018
1484,3,2018
1485,0,2018
1486,2,2018
1487,10,2018
1488,6,2018
1489,0,2018
1490,0,2018
1491,6,2018
1492,24,2018
1493,6,2018
1494,12,2018
1495,6,2018
1496,2,2018
1497,5,2018
1498,4,2018
1499,0,2018
1500,9,2018
1501,12,2018
1502,5,2018
1503,5,2018
1504,0,2018
1505,7,2018
1506,0,2018
1507,15,2018
1508,1,2018
1509,7,2018
1510,0,2018
1511,12,2018
1512,10,2018
1513,6,2018
1514,3,2018
1515,6,2018
1516,0,2018
1517,9,2018
1518,12,2018
1519,20,2018
1520,8,2018
1521,12,2018
1522,8,2018
1523,20,2018
1524,6,2018
1525,5,2018
1526,0,2018
1527,5,2018
1528,20,2018
1529,2,2018
1530,12,2018
1531,3,2018
1532,11,2018
1533,0,2018
1534,15,2018
1535,2,2018
1536,4,2018
1537,0,2018
1538,0,2018
1539,2,2018
1540,96,2018
1541,3,2018
1542,12,2018
1543,10,2018
1544,12,2018
1545,20,2018
1546,4,2018
1547,3,2018
1548,3,2018
1549,5,2018
1550,0,2018
1551,10,2018
1552,5,2018
1553,40,2018
1554,18,2018
1555,12,2018
1556,1,2018
1557,0,2018
1558,3,2018
1559,54,2018
1560,0,2018
1561,12,2018
1562,70,2018
1563,8,2018
1564,2,2018
1565,25,2018
1566,0,2018
1567,0,2018
1568,0,2018
1569,0,2018
1570,1,2018
1571,4,2018
1572,97,2018
1573,2,2018
1574,0,2018
1575,10,2018
1576,3,2018
1577,3,2018
1578,8,2018
1579,0,2018
1580,24,2018
1581,8,2018
1582,18,2018
1583,0,2018
1584,0,2018
1585,0,2018
1586,12,2018
1587,3,2018
1588,2,2018
1589,12,2018
1590,4,2018
1591,4,2018
1592,2,2018
1593,1,2018
1594,0,2018
1595,6,2018
1596,1,2018
1597,3,2018
1598,0,2018
1599,3,2018
1600,3,2018
1601,5,2018
1602,6,2018
1603,0,2018
1604,3,2018
1605,1,2018
1606,1,2018
1607,12,2018
1608,6,2018
1609,0,2018
1610,2,2018
1611,20,2018
1612,4,2018
1613,1,2018
1614,7,2018
1615,3,2018
1616,1,2018
1617,2,2018
1618,3,2018
1619,2,2018
1620,7,2018
1621,0,2018
1622,6,2018
1623,9,2018
1624,3,2018
1625,12,2018
1626,0,2018
1627,0,2018
1628,4,2018
1629,0,2018
1630,36,2018
1631,3,2018
1632,8,2018
1633,20,2018
1634,12,2018
1635,5,2018
1636,12,2018
1637,10,2018
1638,0,2018
1639,7,2018
1640,0,2018
1641,10,2018
1642,30,2018
1643,0,2018
1644,0,2018
1645,0,2018
1646,0,2018
1647,0,2018
1648,0,2018
1649,25,2018
1650,2,2018
1651,3,2018
1652,1,2018
1653,3,2018
1654,20,2018
1655,0,2018
1656,5,2018
1657,50,2018
1658,0,2018
1659,1,2018
1660,5,2018
1661,12,2018
1662,0,2018
1663,0,2018
1664,12,2018
1665,6,2018
1666,3,2018
1667,17,2018
1668,3,2018
1669,6,2018
1670,7,2018
1671,0,2018
1672,1,2018
1673,8,2018
1674,3,2018
1675,4,2018
1676,0,2018
1677,35,2018
1678,4,2018
1679,0,2018
1680,0,2018
1681,5,2018
1682,4,2018
1683,10,2018
1684,97,2018
1685,0,2018
1686,0,2018
1687,30,2018
1688,5,2018
1689,15,2018
1690,0,2018
1691,2,2018
1692,12,2018
1693,70,2018
1694,0,2018
1695,4,2018
1696,5,2018
1697,0,2018
1698,10,2018
1699,3,2018
1700,0,2018
1701,8,2018
1702,3,2018
1703,5,2018
1704,8,2018
1705,6,2018
1706,30,2018
1707,4,2018
1708,6,2018
1709,1,2018
1710,50,2018
1711,0,2018
1712,97,2018
1713,30,2018
1714,0,2018
1715,0,2018
1716,10,2018
1717,8,2018
1718,2,2018
1719,12,2018
1720,20,2018
1721,0,2018
1722,0,2018
1723,0,2018
1724,70,2018
1725,5,2018
1726,0,2018
1727,15,2018
1728,5,2018
1729,12,2018
1730,1,2018
1731,0,2018
1732,23,2018
1733,6,2018
1734,4,2018
1735,12,2018
1736,30,2018
1737,0,2018
1738,2,2018
1739,15,2018
1740,1,2018
1741,52,2018
1742,6,2018
1743,6,2018
1744,0,2018
1745,3,2018
1746,7,2018
1747,0,2018
1748,50,2018
1749,20,2018
1750,0,2018
1751,4,2018
1752,10,2018
1753,97,2018
1754,0,2018
1755,20,2018
1756,50,2018
1757,1,2018
1758,36,2018
1759,97,2018
1760,15,2018
1761,8,2018
1762,0,2018
1763,3,2018
1764,11,2018
1765,88,2018
1766,25,2018
1767,6,2018
1768,20,2018
1769,0,2018
1770,2,2018
1771,6,2018
1772,4,2018
1773,15,2018
1774,2,2018
1775,0,2018
1776,4,2018
1777,3,2018
1778,17,2018
1779,6,2018
1780,30,2018
1781,20,2018
1782,13,2018
1783,10,2018
1784,1,2018
1785,7,2018
1786,3,2018
1787,2,2018
1788,15,2018
1789,2,2018
1790,6,2018
1791,15,2018
1792,3,2018
1793,2,2018
1794,0,2018
1795,1,2018
1796,3,2018
1797,10,2018
1798,10,2018
1799,97,2018
1800,5,2018
1801,2,2018
1802,96,2018
1803,3,2018
1804,6,2018
1805,1,2018
1806,1,2018
1807,20,2018
1808,6,2018
1809,0,2018
1810,5,2018
1811,6,2018
1812,4,2018
1813,32,2018
1814,2,2018
1815,1,2018
1816,2,2018
1817,10,2018
1818,1,2018
1819,0,2018
1820,24,2018
1821,25,2018
1822,10,2018
1823,0,2018
1824,0,2018
1825,3,2018
1826,2,2018
1827,10,2018
1828,24,2018
1829,4,2018
1830,0,2018
1831,6,2018
1832,3,2018
1833,8,2018
1834,65,2018
1835,70,2018
1836,0,2018
1837,2,2018
1838,8,2018
1839,3,2018
1840,3,2018
1841,0,2018
1842,24,2018
1843,6,2018
1844,0,2018
1845,8,2018
1846,1,2018
1847,6,2018
1848,10,2018
1849,8,2018
1850,24,2018
1851,96,2018
1852,0,2018
1853,3,2018
1854,0,2018
1855,36,2018
1856,5,2018
1857,0,2018
1858,30,2018
1859,6,2018
1860,8,2018
1861,5,2018
1862,3,2018
1863,3,2018
1864,5,2018
1865,96,2018
1866,0,2018
1867,10,2018
1868,15,2018
1869,10,2018
1870,20,2018
1871,1,2018
1872,40,2018
1873,3,2018
1874,10,2018
1875,1,2018
1876,5,2018
1877,3,2018
1878,3,2018
1879,5,2018
1880,7,2018
1881,2,2018
1882,52,2018
1883,15,2018
1884,25,2018
1885,0,2018
1886,0,2018
1887,0,2018
1888,0,2018
1889,1,2018
1890,12,2018
1891,0,2018
1892,0,2018
1893,96,2018
1894,8,2018
1895,0,2018
1896,50,2018
1897,0,2018
1898,0,2018
1899,2,2018
1900,0,2018
1901,3,2018
1902,9,2018
1903,10,2018
1904,0,2018
1905,97,2018
1906,0,2018
1907,0,2018
1908,0,2018
1909,3,2018
1910,45,2018
1911,50,2018
1912,1,2018
1913,20,2018
1914,20,2018
1915,6,2018
1916,3,2018
1917,0,2018
1918,3,2018
1919,10,2018
1920,5,2018
1921,3,2018
1922,0,2018
1923,0,2018
1924,3,2018
1925,0,2018
1926,5,2018
1927,2,2018
1928,0,2018
1929,1,2018
1930,5,2018
1931,2,2018
1932,7,2018
1933,0,2018
1934,0,2018
1935,0,2018
1936,30,2018
1937,3,2018
1938,40,2018
1939,4,2018
1940,10,2018
1941,3,2018
1942,11,2018
1943,10,2018
1944,5,2018
1945,6,2018
1946,0,2018
1947,6,2018
1948,0,2018
1949,2,2018
1950,2,2018
1951,6,2018
1952,5,2018
1953,20,2018
1954,1,2018
1955,3,2018
1956,25,2018
1957,96,2018
1958,0,2018
1959,12,2018
1960,4,2018
1961,0,2018
1962,0,2018
1963,10,2018
1964,8,2018
1965,16,2018
1966,6,2018
1967,0,2018
1968,5,2018
1969,0,2018
1970,5,2018
1971,0,2018
1972,80,2018
1973,2,2018
1974,3,2018
1975,10,2018
1976,11,2018
1977,4,2018
1978,3,2018
1979,4,2018
1980,6,2018
1981,10,2018
1982,7,2018
1983,4,2018
1984,7,2018
1985,12,2018
1986,2,2018
1987,40,2018
1988,25,2018
1989,13,2018
1990,15,2018
1991,7,2018
1992,8,2018
1993,4,2018
1994,4,2018
1995,13,2018
1996,3,2018
1997,30,2018
1998,97,2018
1999,2,2018
2000,6,2018
2001,4,2018
2002,0,2019
2003,0,2019
2004,3,2019
2005,20,2019
2006,20,2019
2007,2,2019
2008,2,2019
2009,0,2019
2010,4,2019
2011,50,2019
2012,7,2019
2013,0,2019
2014,15,2019
2015,40,2019
2016,0,2019
2017,5,2019
2018,30,2019
2019,2,2019
2020,6,2019
2021,3,2019
2022,6,2019
2023,15,2019
2024,0,2019
2025,0,2019
2026,12,2019
2027,0,2019
2028,4,2019
2029,5,2019
2030,0,2019
2031,2,2019
2032,0,2019
2033,50,2019
2034,4,2019
2035,4,2019
2036,20,2019
2037,14,2019
2038,97,2019
2039,1,2019
2040,96,2019
2041,20,2019
2042,0,2019
2043,96,2019
2044,25,2019
2045,96,2019
2046,0,2019
2047,0,2019
2048,12,2019
2049,0,2019
2050,40,2019
2051,1,2019
2052,12,2019
2053,0,2019
2054,1,2019
2055,3,2019
2056,0,2019
2057,0,2019
2058,88,2019
2059,10,2019
2060,2,2019
2061,0,2019
2062,48,2019
2063,30,2019
2064,3,2019
2065,4,2019
2066,3,2019
2067,0,2019
2068,0,2019
2069,0,2019
2070,0,2019
2071,96,2019
2072,50,2019
2073,48,2019
2074,12,2019
2075,10,2019
2076,24,2019
2077,10,2019
2078,0,2019
2079,13,2019
2080,1,2019
2081,0,2019
2082,5,2019
2083,0,2019
2084,4,2019
2085,2,2019
2086,10,2019
2087,12,2019
2088,0,2019
2089,40,2019
2090,12,2019
2091,20,2019
2092,0,2019
2093,0,2019
2094,1,2019
2095,52,2019
2096,12,2019
2097,2,2019
2098,0,2019
2099,0,2019
2100,0,2019
2101,10,2019
2102,0,2019
2103,0,2019
2104,4,2019
2105,97,2019
2106,1,2019
2107,4,2019
2108,3,2019
2109,0,2019
2110,0,2019
2111,8,2019
2112,0,2019
2113,8,2019
2114,20,2019
2115,0,2019
2116,2,2019
2117,0,2019
2118,10,2019
2119,12,2019
2120,24,2019
2121,4,2019
2122,5,2019
2123,50,2019
2124,16,2019
2125,0,2019
2126,5,2019
2127,8,2019
2128,20,2019
2129,2,2019
2130,0,2019
2131,20,2019
2132,10,2019
2133,5,2019
2134,96,2019
2135,8,2019
2136,0,2019
2137,50,2019
2138,2,2019
2139,25,2019
2140,12,2019
2141,20,2019
2142,40,2019
2143,0,2019
2144,50,2019
2145,0,2019
2146,0,2019
2147,25,2019
2148,0,2019
2149,12,2019
2150,52,2019
2151,2,2019
2152,24,2019
2153,24,2019
2154,40,2019
2155,36,2019
2156,20,2019
2157,2,2019
2158,2,2019
2159,12,2019
2160,20,2019
2161,45,2019
2162,96,2019
2163,4,2019
2164,50,2019
2165,97,2019
2166,0,2019
2167,0,2019
2168,3,2019
2169,15,2019
2170,40,2019
2171,11,2019
2172,5,2019
2173,20,2019
2174,15,2019
2175,15,2019
2176,20,2019
2177,97,2019
2178,30,2019
2179,16,2019
2180,2,2019
2181,10,2019
2182,30,2019
2183,60,2019
2184,35,2019
2185,2,2019
2186,6,2019
2187,80,2019
2188,0,2019
2189,36,2019
2190,3,2019
2191,0,2019
2192,0,2019
2193,11,2019
2194,0,2019
2195,0,2019
2196,50,2019
2197,4,2019
2198,15,2019
2199,0,2019
2200,9,2019
2201,4,2019
2202,4,2019
2203,2,2019
2204,5,2019
2205,4,2019
2206,0,2019
2207,12,2019
2208,3,2019
2209,0,2019
2210,8,2019
2211,0,2019
2212,97,2019
2213,25,2019
2214,6,2019
2215,9,2019
2216,0,2019
2217,10,2019
2218,1,2019
2219,96,2019
2220,40,2019
2221,3,2019
2222,6,2019
2223,15,2019
2224,7,2019
2225,96,2019
2226,0,2019
2227,3,2019
2228,6,2019
2229,0,2019
2230,7,2019
2231,11,2019
2232,1,2019
2233,0,2019
2234,13,2019
2235,0,2019
2236,0,2019
2237,0,2019
2238,10,2019
2239,0,2019
2240,3,2019
2241,96,2019
2242,2,2019
2243,3,2019
2244,6,2019
2245,1,2019
2246,25,2019
2247,0,2019
2248,1,2019
2249,2,2019
2250,15,2019
2251,8,2019
2252,0,2019
2253,0,2019
2254,6,2019
2255,35,2019
2256,40,2019
2257,50,2019
2258,0,2019
2259,40,2019
2260,20,2019
2261,50,2019
2262,50,2019
2263,10,2019
2264,15,2019
2265,2,2019
2266,30,2019
2267,20,2019
2268,0,2019
2269,6,2019
2270,2,2019
2271,0,2019
2272,30,2019
2273,20,2019
2274,50,2019
2275,2,2019
2276,2,2019
2277,6,2019
2278,0,2019
2279,5,2019
2280,1,2019
2281,40,2019
2282,1,2019
2283,0,2019
2284,0,2019
2285,12,2019
2286,7,2019
2287,0,2019
2288,2,2019
2289,8,2019
2290,97,2019
2291,0,2019
2292,24,2019
2293,8,2019
2294,4,2019
2295,2,2019
2296,2,2019
2297,0,2019
2298,97,2019
2299,24,2019
2300,15,2019
2301,2,2019
2302,25,2019
2303,0,2019
2304,0,2019
2305,10,2019
2306,0,2019
2307,6,2019
2308,24,2019
2309,1,2019
2310,11,2019
2311,0,2019
2312,4,2019
2313,8,2019
2314,25,2019
2315,4,2019
2316,3,2019
2317,0,2019
2318,0,2019
2319,10,2019
2320,2,2019
2321,0,2019
2322,0,2019
2323,6,2019
2324,97,2019
2325,4,2019
2326,97,2019
2327,5,2019
2328,2,2019
2329,5,2019
2330,97,2019
2331,20,2019
2332,7,2019
2333,24,2019
2334,0,2019
2335,10,2019
2336,6,2019
2337,6,2019
2338,97,2019
2339,0,2019
2340,2,2019
2341,2,2019
2342,90,2019
2343,6,2019
2344,4,2019
2345,25,2019
2346,0,2019
2347,3,2019
2348,10,2019
2349,0,2019
2350,5,2019
2351,3,2019
2352,0,2019
2353,10,2019
2354,0,2019
2355,25,2019
2356,2,2019
2357,10,2019
2358,12,2019
2359,0,2019
2360,2,2019
2361,0,2019
2362,8,2019
2363,60,2019
2364,18,2019
2365,0,2019
2366,4,2019
2367,5,2019
2368,4,2019
2369,15,2019
2370,0,2019
2371,0,2019
2372,1,2019
2373,1,2019
2374,7,2019
2375,12,2019
2376,5,2019
2377,0,2019
2378,10,2019
2379,60,2019
2380,2,2019
2381,15,2019
2382,10,2019
2383,11,2019
2384,0,2019
2385,97,2019
2386,24,2019
2387,13,2019
2388,30,2019
2389,3,2019
2390,12,2019
2391,8,2019
2392,3,2019
2393,10,2019
2394,10,2019
2395,1,2019
2396,1,2019
2397,15,2019
2398,13,2019
2399,96,2019
2400,24,2019
2401,1,2019
2402,8,2019
2403,0,2019
2404,1,2019
2405,6,2019
2406,0,2019
2407,12,2019
2408,15,2019
2409,0,2019
2410,1,2019
2411,96,2019
2412,1,2019
2413,0,2019
2414,10,2019
2415,30,2019
2416,0,2019
2417,20,2019
2418,15,2019
2419,10,2019
2420,25,2019
2421,8,2019
2422,2,2019
2423,3,2019
2424,10,2019
2425,25,2019
2426,10,2019
2427,30,2019
2428,4,2019
2429,0,2019
2430,30,2019
2431,3,2019
2432,12,2019
2433,3,2019
2434,0,2019
2435,10,2019
2436,0,2019
2437,9,2019
2438,3,2019
2439,2,2019
2440,6,2019
2441,4,2019
2442,1,2019
2443,6,2019
2444,4,2019
2445,3,2019
2446,3,2019
2447,2,2019
2448,2,2019
2449,8,2019
2450,40,2019
2451,6,2019
2452,45,2019
2453,4,2019
2454,1,2019
2455,4,2019
2456,30,2019
2457,2,2019
2458,50,2019
2459,96,2019
2460,10,2019
2461,0,2019
2462,25,2019
2463,0,2019
2464,6,2019
2465,20,2019
2466,4,2019
2467,5,2019
2468,0,2019
2469,1,2019
2470,0,2019
2471,2,2019
2472,50,2019
2473,0,2019
2474,1,2019
2475,10,2019
2476,3,2019
2477,5,2019
2478,3,2019
2479,20,2019
2480,1,2019
2481,0,2019
2482,3,2019
2483,0,2019
2484,3,2019
2485,5,2019
2486,45,2019
2487,5,2019
2488,6,2019
2489,3,2019
2490,20,2019
2491,1,2019
2492,5,2019
2493,0,2019
2494,6,2019
2495,20,2019
2496,6,2019
2497,5,2019
2498,0,2019
2499,97,2019
2500,0,2019
2501,2,2019
2502,4,2019
2503,13,2019
2504,0,2019
2505,4,2019
2506,12,2019
2507,5,2019
2508,2,2019
2509,1,2019
2510,3,2019
2511,36,2019
2512,2,2019
2513,15,2019
2514,20,2019
2515,30,2019
2516,0,2019
2517,0,2019
2518,6,2019
2519,13,2019
2520,5,2019
2521,6,2019
2522,1,2019
2523,50,2019
2524,7,2019
2525,5,2019
2526,14,2019
2527,0,2019
2528,5,2019
2529,5,2019
2530,14,2019
2531,10,2019
2532,0,2019
2533,0,2019
2534,1,2019
2535,8,2019
2536,20,2019
2537,0,2019
2538,0,2019
2539,24,2019
2540,3,2019
2541,20,2019
2542,10,2019
2543,3,2019
2544,6,2019
2545,50,2019
2546,75,2019
2547,50,2019
2548,5,2019
2549,4,2019
2550,8,2019
2551,5,2019
2552,12,2019
2553,0,2019
2554,0,2019
2555,3,2019
2556,4,2019
2557,10,2019
2558,3,2019
2559,10,2019
2560,0,2019
2561,2,2019
2562,20,2019
2563,1,2019
2564,70,2019
2565,0,2019
2566,0,2019
2567,25,2019
2568,27,2019
2569,0,2019
2570,50,2019
2571,0,2019
2572,12,2019
2573,7,2019
2574,10,2019
2575,1,2019
2576,0,2019
2577,3,2019
2578,7,2019
2579,2,2019
2580,2,2019
2581,3,2019
2582,6,2019
2583,96,2019
2584,15,2019
2585,13,2019
2586,0,2019
2587,4,2019
2588,88,2019
2589,24,2019
2590,25,2019
2591,12,2019
2592,0,2019
2593,20,2019
2594,0,2019
2595,35,2019
2596,3,2019
2597,10,2019
2598,50,2019
2599,60,2019
2600,2,2019
2601,1,2019
2602,12,2019
2603,0,2019
2604,0,2019
2605,5,2019
2606,1,2019
2607,30,2019
2608,45,2019
2609,6,2019
2610,7,2019
2611,36,2019
2612,2,2019
2613,3,2019
2614,0,2019
2615,0,2019
2616,4,2019
2617,3,2019
2618,12,2019
2619,15,2019
2620,5,2019
2621,80,2019
2622,2,2019
2623,4,2019
2624,24,2019
2625,15,2019
2626,2,2019
2627,2,2019
