,number_of_books_read,year
1869,7,2015
1870,0,2015
1871,5,2015
1872,0,2015
1873,20,2015
1874,9,2015
1875,4,2015
1876,3,2015
1877,15,2015
1878,80,2015
1879,5,2015
1880,0,2015
1881,3,2015
1882,4,2015
1883,12,2015
1884,30,2015
1885,15,2015
1886,1,2015
1887,10,2015
1888,8,2015
1889,20,2015
1890,6,2015
1891,5,2015
1892,0,2015
1893,10,2015
1894,0,2015
1895,0,2015
1896,13,2015
1897,12,2015
1898,0,2015
1899,5,2015
1900,97,2015
1901,5,2015
1902,12,2015
1903,10,2015
1904,3,2015
1905,0,2015
1906,3,2015
1907,25,2015
1908,7,2015
1909,2,2015
1910,97,2015
1911,6,2015
1912,6,2015
1913,1,2015
1914,12,2015
1915,0,2015
1916,1,2015
1917,50,2015
1918,20,2015
1919,5,2015
1920,25,2015
1921,12,2015
1922,0,2015
1923,5,2015
1924,1,2015
1925,5,2015
1926,0,2015
1927,10,2015
1928,0,2015
1929,12,2015
1930,5,2015
1931,2,2015
1932,0,2015
1933,2,2015
1934,20,2015
1935,97,2015
1936,0,2015
1937,0,2015
1938,20,2015
1939,97,2015
1940,12,2015
1941,0,2015
1942,1,2015
1943,25,2015
1944,5,2015
1945,10,2015
1946,0,2015
1947,0,2015
1948,2,2015
1949,3,2015
1950,4,2015
1951,0,2015
1952,0,2015
1953,0,2015
1954,0,2015
1955,0,2015
1956,50,2015
1957,15,2015
1958,20,2015
1959,5,2015
1960,1,2015
1961,4,2015
1962,40,2015
1963,6,2015
1964,20,2015
1965,0,2015
1966,8,2015
1967,0,2015
1968,4,2015
1969,25,2015
1970,44,2015
1971,4,2015
1972,0,2015
1973,30,2015
1974,0,2015
1975,30,2015
1976,50,2015
1977,6,2015
1978,4,2015
1979,3,2015
1980,97,2015
1981,10,2015
1982,25,2015
1983,8,2015
1984,6,2015
1985,6,2015
1986,2,2015
1987,3,2015
1988,0,2015
1989,5,2015
1990,0,2015
1991,50,2015
1992,3,2015
1993,3,2015
1994,1,2015
1995,1,2015
1996,0,2015
1997,10,2015
1998,6,2015
1999,25,2015
2000,4,2015
2001,16,2015
2002,4,2015
2003,20,2015
2004,30,2015
2005,12,2015
2006,3,2015
2007,0,2015
2008,4,2015
2009,0,2015
2010,2,2015
2011,0,2015
2012,4,2015
2013,2,2015
2014,15,2015
2015,2,2015
2016,4,2015
2017,6,2015
2018,7,2015
2019,0,2015
2020,3,2015
2021,0,2015
2022,10,2015
2023,5,2015
2024,0,2015
2025,0,2015
2026,6,2015
2027,2,2015
2028,2,2015
2029,2,2015
2030,0,2015
2031,97,2015
2032,2,2015
2033,0,2015
2034,0,2015
2035,2,2015
2036,15,2015
2037,10,2015
2038,40,2015
2039,0,2015
2040,10,2015
2041,3,2015
2042,6,2015
2043,2,2015
2044,18,2015
2045,20,2015
2046,0,2015
2047,20,2015
2048,0,2015
2049,10,2015
2050,2,2015
2051,3,2015
2052,5,2015
2053,97,2015
2054,4,2015
2055,12,2015
2056,4,2015
2057,0,2015
2058,5,2015
2059,0,2015
2060,0,2015
2061,0,2015
2062,15,2015
2063,0,2015
2064,4,2015
2065,3,2015
2066,7,2015
2067,7,2015
2068,10,2015
2069,2,2015
2070,2,2015
2071,25,2015
2072,0,2015
2073,4,2015
2074,7,2015
2075,5,2015
2076,0,2015
2077,0,2015
2078,5,2015
2079,2,2015
2080,0,2015
2081,97,2015
2082,20,2015
2083,40,2015
2084,6,2015
2085,30,2015
2086,97,2015
2087,0,2015
2088,0,2015
2089,0,2015
2090,1,2015
2091,20,2015
2092,10,2015
2093,4,2015
2094,0,2015
2095,15,2015
2096,0,2015
2097,3,2015
2098,7,2015
2099,30,2015
2100,6,2015
2101,2,2015
2102,2,2015
2103,20,2015
2104,0,2015
2105,0,2015
2106,0,2015
2107,2,2015
2108,75,2015
2109,3,2015
2110,20,2015
2111,0,2015
2112,0,2015
2113,16,2015
2114,3,2015
2115,97,2015
2116,0,2015
2117,0,2015
2118,4,2015
2119,50,2015
2120,0,2015
2121,97,2015
2122,3,2015
2123,20,2015
2124,48,2015
2125,6,2015
2126,1,2015
2127,0,2015
2128,2,2015
2129,4,2015
2130,10,2015
2131,5,2015
2132,0,2015
2133,10,2015
2134,8,2015
2135,40,2015
2136,0,2015
2137,3,2015
2138,25,2015
2139,7,2015
2140,3,2015
2141,0,2015
2142,0,2015
2143,0,2015
2144,3,2015
2145,1,2015
2146,15,2015
2147,4,2015
2148,3,2015
2149,1,2015
2150,0,2015
2151,10,2015
2152,24,2015
2153,0,2015
2154,0,2015
2155,15,2015
2156,10,2015
2157,50,2015
2158,12,2015
2159,5,2015
2160,20,2015
2161,0,2015
2162,4,2015
2163,1,2015
2164,3,2015
2165,10,2015
2166,10,2015
2167,0,2015
2168,12,2015
2169,24,2015
2170,50,2015
2171,6,2015
2172,2,2015
2173,0,2015
2174,5,2015
2175,7,2015
2176,1,2015
2177,0,2015
2178,3,2015
2179,0,2015
2180,24,2015
2181,0,2015
2182,97,2015
2183,3,2015
2184,4,2015
2185,3,2015
2186,40,2015
2187,6,2015
2188,0,2015
2189,0,2015
2190,97,2015
2191,97,2015
2192,3,2015
2193,50,2015
2194,0,2015
2195,55,2015
2196,10,2015
2197,3,2015
2198,20,2015
2199,50,2015
2200,0,2015
2201,4,2015
2202,2,2015
2203,10,2015
2204,9,2015
2205,0,2015
2206,1,2015
2207,0,2015
2208,2,2015
2209,2,2015
2210,75,2015
2211,0,2015
2212,12,2015
2213,12,2015
2214,72,2015
2215,25,2015
2216,9,2015
2217,12,2015
2218,30,2015
2219,97,2015
2220,1,2015
2221,0,2015
2222,7,2015
2223,10,2015
2224,97,2015
2225,0,2015
2226,10,2015
2227,0,2015
2228,0,2015
2229,50,2015
2230,1,2015
2231,2,2015
2232,10,2015
2233,10,2015
2234,1,2015
2235,0,2015
2236,3,2015
2237,3,2015
2238,5,2015
2239,1,2015
2240,5,2015
2241,1,2015
2242,5,2015
2243,3,2015
2244,6,2015
2245,40,2015
2246,10,2015
2247,40,2015
2248,2,2015
2249,3,2015
2250,1,2015
2251,0,2015
2252,0,2015
2253,20,2015
2254,0,2015
2255,0,2015
2256,0,2015
2257,2,2015
2258,0,2015
2259,12,2015
2260,0,2015
2261,0,2015
2262,6,2015
2263,0,2015
2264,15,2015
2265,0,2015
2266,6,2015
2267,0,2015
2268,20,2015
2269,6,2015
2270,20,2015
2271,3,2015
2272,2,2015
2273,0,2015
2274,9,2015
2275,3,2015
2276,0,2015
2277,12,2015
2278,3,2015
2279,3,2015
2280,0,2015
2281,2,2015
2282,20,2015
2283,0,2015
2284,6,2015
2285,12,2015
2286,2,2015
2287,4,2015
2288,6,2015
2289,12,2015
2290,20,2015
2291,8,2015
2292,20,2015
2293,0,2015
2294,5,2015
2295,0,2015
2296,12,2015
2297,0,2015
2298,8,2015
2299,3,2015
2300,0,2015
2301,6,2015
2302,5,2015
2303,8,2015
2304,5,2015
2305,97,2015
2306,0,2015
2307,2,2015
2308,7,2015
2309,20,2015
2310,50,2015
2311,0,2015
2312,0,2015
2313,6,2015
2314,4,2015
2315,20,2015
2316,0,2015
2317,6,2015
2318,3,2015
2319,20,2015
2320,15,2015
2321,6,2015
2322,1,2015
2323,5,2015
2324,15,2015
2325,6,2015
2326,25,2015
2327,0,2015
2328,1,2015
2329,1,2015
2330,5,2015
2331,0,2015
2332,5,2015
2333,4,2015
2334,2,2015
2335,5,2015
2336,0,2015
2337,8,2015
2338,10,2015
2339,30,2015
2340,3,2015
2341,1,2015
2342,10,2015
2343,0,2015
2344,0,2015
2345,0,2015
2346,0,2015
2347,0,2015
2348,30,2015
2349,9,2015
2350,0,2015
2351,3,2015
2352,3,2015
2353,5,2015
2354,20,2015
2355,1,2015
2356,97,2015
2357,2,2015
2358,0,2015
2359,50,2015
2360,1,2015
2361,12,2015
2362,0,2015
2363,4,2015
2364,2,2015
2365,0,2015
2366,2,2015
2367,0,2015
2368,25,2015
2369,7,2015
2370,50,2015
2371,3,2015
2372,12,2015
2373,40,2015
2374,40,2015
2375,3,2015
2376,5,2015
2377,4,2015
2378,1,2015
2379,0,2015
2380,10,2015
2381,15,2015
2382,0,2015
2383,4,2015
2384,0,2015
2385,4,2015
2386,0,2015
2387,5,2015
2388,2,2015
2389,0,2015
2390,0,2015
2391,0,2015
2392,20,2015
2393,1,2015
2394,0,2015
2395,10,2015
2396,12,2015
2397,3,2015
2398,1,2015
2399,10,2015
2400,3,2015
2401,4,2015
2402,20,2015
2403,10,2015
2404,70,2015
2405,2,2015
2406,0,2015
2407,2,2015
2408,66,2015
2409,3,2015
2410,0,2015
2411,11,2015
2412,30,2015
2413,10,2015
2414,7,2015
2415,5,2015
2416,20,2015
2417,25,2015
2418,5,2015
2419,3,2015
2420,2,2015
2421,20,2015
2422,0,2015
2423,4,2015
2424,3,2015
2425,30,2015
2426,2,2015
2427,0,2015
2428,6,2015
2429,30,2015
2430,4,2015
2431,3,2015
2432,20,2015
2433,0,2015
2434,0,2015
2435,3,2015
2436,50,2015
2437,3,2015
2438,1,2015
2439,1,2015
2440,2,2015
2441,0,2015
2442,0,2015
2443,5,2015
2444,4,2015
2445,25,2015
2446,20,2015
2447,12,2015
2448,4,2015
2449,7,2015
2450,2,2015
2451,0,2015
2452,0,2015
2453,1,2015
2454,40,2015
2455,4,2015
2456,2,2015
2457,0,2015
2458,2,2015
2459,8,2015
2460,6,2015
2461,6,2015
2462,2,2015
2463,3,2015
2464,1,2015
2465,5,2015
2466,20,2015
2467,40,2015
2468,2,2015
2469,3,2015
2470,3,2015
2471,2,2015
2472,5,2015
2473,3,2015
2474,3,2015
2475,0,2015
2476,14,2015
2477,12,2015
2478,0,2015
2479,97,2015
2480,12,2015
2481,12,2015
2482,0,2015
2483,12,2015
2484,30,2015
2485,6,2015
2486,2,2015
2487,0,2015
2488,10,2015
2489,4,2015
2490,0,2015
2491,20,2015
2492,40,2015
2493,20,2015
2494,15,2015
2495,90,2015
2496,7,2015
2497,0,2015
2498,50,2015
2499,0,2015
2500,0,2015
2501,20,2015
2502,0,2015
2503,3,2015
2504,2,2015
2505,0,2015
2506,1,2015
2507,2,2015
2508,20,2015
2509,10,2015
2510,0,2015
2511,8,2015
2512,0,2015
2513,3,2015
2514,4,2015
2515,3,2015
2516,2,2015
2517,3,2015
2518,10,2015
2519,0,2015
2520,20,2015
2521,35,2015
2522,20,2015
2523,50,2015
2524,5,2015
2525,5,2015
2526,30,2015
2527,25,2015
2528,1,2015
2529,4,2015
2530,15,2015
2531,0,2015
2532,5,2015
2533,7,2015
2534,25,2015
2535,0,2015
2536,3,2015
2537,10,2015
2538,15,2015
2539,10,2015
2540,20,2015
2541,0,2015
2542,6,2015
2543,20,2015
2544,8,2015
2545,5,2015
2546,0,2015
2547,3,2015
2548,6,2015
2549,1,2015
2550,1,2015
2551,15,2015
2552,1,2015
2553,12,2015
2554,4,2015
2555,3,2015
2556,1,2015
2557,40,2015
2558,6,2015
2559,5,2015
2560,12,2015
2561,6,2015
2562,1,2015
2563,15,2015
2564,0,2015
2565,30,2015
2566,4,2015
2567,3,2015
2568,3,2015
2569,0,2015
2570,97,2015
2571,20,2015
2572,0,2015
2573,25,2015
2574,0,2015
2575,97,2015
2576,2,2015
2577,5,2015
2578,10,2015
2579,2,2015
2580,5,2015
2581,25,2015
2582,5,2015
2583,0,2015
2584,3,2015
2585,36,2015
2586,10,2015
2587,10,2015
2588,10,2015
2589,0,2015
2590,20,2015
2591,3,2015
2592,0,2015
2593,7,2015
2594,2,2015
2595,0,2015
2596,1,2015
2597,20,2015
2598,12,2015
2599,3,2015
2600,10,2015
2601,0,2015
2602,0,2015
2603,0,2015
2604,1,2015
2605,8,2015
2606,15,2015
2607,0,2015
2608,0,2015
2609,0,2015
2610,0,2015
2611,0,2015
2612,8,2015
2613,12,2015
2614,2,2015
2615,10,2015
2616,20,2015
2617,97,2015
2618,0,2015
2619,1,2015
2620,1,2015
2621,6,2015
2622,1,2015
2623,10,2015
2624,8,2015
2625,6,2015
2626,0,2015
2627,6,2015
2628,3,2015
2629,2,2015
2630,6,2015
2631,1,2015
2632,12,2015
2633,0,2015
2634,0,2015
2635,0,2015
2636,3,2015
2637,1,2015
2638,4,2015
2639,0,2015
2640,6,2015
2641,96,2015
2642,4,2015
2643,0,2015
2644,4,2015
2645,0,2015
2646,2,2015
2647,15,2015
2648,3,2015
2649,50,2015
2650,0,2015
2651,1,2015
2652,40,2015
2653,3,2015
2654,10,2015
2655,0,2015
2656,0,2015
2657,0,2015
2658,0,2015
2659,40,2015
2660,0,2015
2661,7,2015
2662,40,2015
2663,1,2015
2664,5,2015
2665,0,2015
2666,0,2015
2667,0,2015
2668,2,2015
2669,5,2015
2670,0,2015
2671,12,2015
2672,10,2015
2673,40,2015
2674,2,2015
2675,4,2015
2676,3,2015
2677,0,2015
2678,0,2015
2679,4,2015
2680,0,2015
2681,10,2015
2682,40,2015
2683,3,2015
2684,4,2015
2685,2,2015
2686,3,2015
2687,30,2015
2688,10,2015
2689,10,2015
2690,4,2015
2691,25,2015
2692,20,2015
2693,2,2015
2694,0,2015
2695,0,2015
2696,50,2015
2697,20,2015
2698,4,2015
2699,0,2015
2700,10,2015
2701,40,2015
2702,40,2015
2703,97,2015
2704,0,2015
2705,5,2015
2706,2,2015
2707,12,2015
2708,7,2015
2709,30,2015
2710,35,2015
2711,4,2015
2712,0,2015
2713,18,2015
2714,2,2015
2715,2,2015
2716,20,2015
2717,0,2015
2718,97,2015
2719,0,2015
2720,15,2015
2721,10,2015
2722,0,2015
2723,97,2015
2724,0,2015
2725,0,2015
2726,15,2015
2727,10,2015
2728,0,2015
2729,15,2015
2730,3,2015
2731,0,2015
2732,0,2015
2733,2,2015
2734,0,2015
2735,0,2015
2736,7,2015
2737,5,2015
2738,3,2015
2739,4,2015
2740,35,2015
2741,3,2015
2742,4,2015
2743,97,2015
2744,0,2015
2745,4,2015
2746,20,2015
2747,50,2015
2748,97,2015
2749,0,2015
2750,5,2015
2751,97,2015
2752,3,2015
2753,7,2015
2754,3,2015
2755,97,2015
2756,2,2015
2757,30,2015
2758,0,2015
2759,5,2015
2760,0,2015
2761,2,2015
2762,1,2015
2763,10,2015
2764,10,2015
2765,5,2015
2766,6,2015
2767,97,2015
2768,0,2015
2769,6,2015
2770,24,2015
2771,3,2015
2772,12,2015
2773,12,2015
2774,8,2015
2775,1,2015
2776,2,2015
2777,10,2015
2778,2,2015
2779,0,2015
2780,5,2015
2781,0,2015
2782,25,2015
2783,15,2015
2784,10,2015
2785,3,2015
2786,97,2015
2787,0,2015
2788,1,2015
2789,0,2015
2790,1,2015
2791,1,2015
2792,3,2015
2793,1,2015
2794,3,2015
2795,5,2015
2796,5,2015
2797,2,2015
2798,20,2015
2799,0,2015
2800,5,2015
2801,20,2015
2802,0,2015
2803,15,2015
2804,1,2015
2805,2,2015
2806,3,2015
2807,12,2015
2808,3,2015
2809,4,2015
2810,0,2015
2811,10,2015
2812,1,2015
2813,5,2015
2814,5,2015
2815,0,2015
2816,5,2015
2817,6,2015
2818,0,2015
2819,6,2015
2820,10,2015
2821,12,2015
2822,0,2015
2823,3,2015
2824,3,2015
2825,97,2015
2826,1,2015
2827,12,2015
2828,0,2015
2829,25,2015
2830,2,2015
2831,3,2015
2832,5,2015
2833,10,2015
2834,8,2015
2835,0,2015
2836,0,2015
2837,4,2015
2838,30,2015
2839,0,2015
2840,0,2015
2841,12,2015
2842,0,2015
2843,6,2015
2844,0,2015
2845,0,2015
2846,0,2015
2847,15,2015
2848,0,2015
2849,6,2015
2850,3,2015
2851,20,2015
2852,0,2015
2853,5,2015
2854,2,2015
2855,0,2015
2856,10,2015
2857,5,2015
2858,3,2015
2859,10,2015
2860,4,2015
2861,0,2015
2862,97,2015
2863,8,2015
2864,3,2015
2865,10,2015
2866,35,2015
2867,4,2015
2868,20,2015
2869,0,2015
2870,14,2015
2871,5,2015
2872,4,2015
2873,25,2015
2874,97,2015
2875,4,2015
2876,0,2015
2877,20,2015
2878,1,2015
2879,3,2015
2880,2,2015
2881,1,2015
2882,0,2015
2883,0,2015
2884,3,2015
2885,0,2015
2886,5,2015
2887,20,2015
2888,6,2015
2889,7,2015
2890,96,2015
2891,8,2015
2892,12,2015
2893,2,2015
2894,97,2015
2895,20,2015
2896,1,2015
2897,50,2015
2898,30,2015
2899,2,2015
2900,30,2015
2901,24,2015
2902,50,2015
2903,16,2015
2904,2,2015
2905,35,2015
2906,0,2015
2907,0,2015
2908,0,2015
2909,3,2015
2910,20,2015
2911,0,2015
2912,5,2015
2913,0,2015
2914,97,2015
2915,0,2015
2916,5,2015
2917,30,2015
2918,0,2015
2919,1,2015
2920,10,2015
2921,2,2015
2922,5,2015
2923,25,2015
2924,4,2015
2925,2,2015
2926,40,2015
2927,10,2015
2928,4,2015
2929,5,2015
2930,30,2015
2931,0,2015
2932,0,2015
2933,50,2015
2934,4,2015
2935,0,2015
2936,6,2015
2937,0,2015
2938,6,2015
2939,35,2015
2940,0,2015
2941,0,2015
2942,15,2015
2943,16,2015
2944,7,2015
2945,5,2015
2946,5,2015
2947,5,2015
2948,0,2015
2949,1,2015
2950,30,2015
2951,6,2015
2952,10,2015
2953,10,2015
2954,5,2015
2955,0,2015
2956,3,2015
2957,8,2015
2958,2,2015
2959,0,2015
2960,3,2015
2961,12,2015
2962,30,2015
2963,0,2015
2964,6,2015
2965,5,2015
2966,5,2015
2967,0,2015
2968,6,2015
2969,0,2015
2970,0,2015
2971,0,2015
2972,0,2015
2973,2,2015
2974,3,2015
2975,4,2015
2976,0,2015
2977,30,2015
2978,0,2015
2979,5,2015
2980,1,2015
2981,50,2015
2982,1,2015
2983,15,2015
2984,1,2015
2985,0,2015
2986,75,2015
2987,25,2015
2988,25,2015
2989,97,2015
2990,20,2015
2991,0,2015
2992,6,2015
2993,2,2015
2994,50,2015
2995,0,2015
2996,0,2015
2997,0,2015
2998,4,2015
2999,12,2015
3000,0,2015
3001,10,2015
3002,24,2015
3003,6,2015
3004,1,2015
3005,2,2015
3006,0,2015
3007,20,2015
3008,5,2015
3009,10,2016
3010,4,2016
3011,7,2016
3012,30,2016
3013,15,2016
3014,8,2016
3015,0,2016
3016,12,2016
3017,0,2016
3018,10,2016
3019,2,2016
3020,0,2016
3021,6,2016
3022,7,2016
3023,9,2016
3024,7,2016
3025,75,2016
3026,0,2016
3027,20,2016
3028,97,2016
3029,0,2016
3030,0,2016
3031,8,2016
3032,3,2016
3033,50,2016
3034,0,2016
3035,30,2016
3036,4,2016
3037,0,2016
3038,2,2016
3039,2,2016
3040,7,2016
3041,4,2016
3042,0,2016
3043,2,2016
3044,5,2016
3045,30,2016
3046,0,2016
3047,0,2016
3048,5,2016
3049,12,2016
3050,3,2016
3051,6,2016
3052,0,2016
3053,1,2016
3054,2,2016
3055,3,2016
3056,12,2016
3057,30,2016
3058,4,2016
3059,97,2016
3060,20,2016
3061,30,2016
3062,6,2016
3063,75,2016
3064,97,2016
3065,6,2016
3066,5,2016
3067,6,2016
3068,0,2016
3069,50,2016
3070,0,2016
3071,25,2016
3072,0,2016
3073,0,2016
3074,10,2016
3075,15,2016
3076,0,2016
3077,1,2016
3078,3,2016
3079,6,2016
3080,0,2016
3081,97,2016
3082,0,2016
3083,8,2016
3084,2,2016
3085,9,2016
3086,0,2016
3087,10,2016
3088,97,2016
3089,3,2016
3090,0,2016
3091,8,2016
3092,30,2016
3093,50,2016
3094,2,2016
3095,1,2016
3096,0,2016
3097,5,2016
3098,20,2016
3099,4,2016
3100,0,2016
3101,12,2016
3102,97,2016
3103,4,2016
3104,0,2016
3105,1,2016
3106,12,2016
3107,60,2016
3108,0,2016
3109,0,2016
3110,3,2016
3111,0,2016
3112,1,2016
3113,10,2016
3114,2,2016
3115,6,2016
3116,97,2016
3117,10,2016
3118,0,2016
3119,6,2016
3120,1,2016
3121,0,2016
3122,12,2016
3123,12,2016
3124,15,2016
3125,9,2016
3126,2,2016
3127,2,2016
3128,97,2016
3129,12,2016
3130,80,2016
3131,2,2016
3132,4,2016
3133,3,2016
3134,6,2016
3135,97,2016
3136,1,2016
3137,0,2016
3138,10,2016
3139,20,2016
3140,3,2016
3141,4,2016
3142,0,2016
3143,15,2016
3144,0,2016
3145,3,2016
3146,0,2016
3147,0,2016
3148,5,2016
3149,5,2016
3150,1,2016
3151,0,2016
3152,11,2016
3153,8,2016
3154,1,2016
3155,2,2016
3156,1,2016
3157,0,2016
3158,3,2016
3159,25,2016
3160,0,2016
3161,15,2016
3162,40,2016
3163,3,2016
3164,3,2016
3165,0,2016
3166,5,2016
3167,0,2016
3168,0,2016
3169,0,2016
3170,0,2016
3171,5,2016
3172,5,2016
3173,0,2016
3174,0,2016
3175,0,2016
3176,3,2016
3177,8,2016
3178,7,2016
3179,4,2016
3180,10,2016
3181,0,2016
3182,5,2016
3183,20,2016
3184,0,2016
3185,52,2016
3186,10,2016
3187,1,2016
3188,10,2016
3189,1,2016
3190,6,2016
3191,2,2016
3192,1,2016
3193,25,2016
3194,0,2016
3195,6,2016
3196,24,2016
3197,50,2016
3198,0,2016
3199,0,2016
3200,25,2016
3201,5,2016
3202,40,2016
3203,50,2016
3204,3,2016
3205,12,2016
3206,24,2016
3207,3,2016
3208,40,2016
3209,20,2016
3210,50,2016
3211,3,2016
3212,2,2016
3213,24,2016
3214,0,2016
3215,12,2016
3216,0,2016
3217,30,2016
3218,0,2016
3219,10,2016
3220,50,2016
3221,3,2016
3222,3,2016
3223,10,2016
3224,20,2016
3225,6,2016
3226,0,2016
3227,2,2016
3228,1,2016
3229,5,2016
3230,0,2016
3231,97,2016
3232,12,2016
3233,50,2016
3234,11,2016
3235,0,2016
3236,3,2016
3237,2,2016
3238,0,2016
3239,30,2016
3240,15,2016
3241,12,2016
3242,4,2016
3243,30,2016
3244,50,2016
3245,50,2016
3246,20,2016
3247,10,2016
3248,97,2016
3249,0,2016
3250,60,2016
3251,0,2016
3252,30,2016
3253,0,2016
3254,12,2016
3255,6,2016
3256,6,2016
3257,12,2016
3258,1,2016
3259,0,2016
3260,25,2016
3261,3,2016
3262,60,2016
3263,2,2016
3264,0,2016
3265,3,2016
3266,30,2016
3267,15,2016
3268,97,2016
3269,0,2016
3270,0,2016
3271,0,2016
3272,2,2016
3273,75,2016
3274,12,2016
3275,2,2016
3276,3,2016
3277,5,2016
3278,12,2016
3279,4,2016
3280,20,2016
3281,0,2016
3282,12,2016
3283,0,2016
3284,60,2016
3285,0,2016
3286,0,2016
3287,2,2016
3288,1,2016
3289,50,2016
3290,0,2016
3291,15,2016
3292,3,2016
3293,8,2016
3294,3,2016
3295,0,2016
3296,8,2016
3297,0,2016
3298,3,2016
3299,0,2016
3300,2,2016
3301,0,2016
3302,4,2016
3303,2,2016
3304,2,2016
3305,2,2016
3306,0,2016
3307,50,2016
3308,52,2016
3309,4,2016
3310,0,2016
3311,5,2016
3312,24,2016
3313,2,2016
3314,5,2016
3315,0,2016
3316,0,2016
3317,40,2016
3318,0,2016
3319,4,2016
3320,12,2016
3321,0,2016
3322,25,2016
3323,15,2016
3324,97,2016
3325,97,2016
3326,6,2016
3327,15,2016
3328,40,2016
3329,2,2016
3330,2,2016
3331,5,2016
3332,4,2016
3333,10,2016
3334,0,2016
3335,52,2016
3336,0,2016
3337,0,2016
3338,0,2016
3339,0,2016
3340,50,2016
3341,0,2016
3342,0,2016
3343,0,2016
3344,3,2016
3345,0,2016
3346,3,2016
3347,2,2016
3348,2,2016
3349,0,2016
3350,5,2016
3351,0,2016
3352,12,2016
3353,3,2016
3354,45,2016
3355,0,2016
3356,50,2016
3357,24,2016
3358,2,2016
3359,97,2016
3360,11,2016
3361,3,2016
3362,10,2016
3363,30,2016
3364,3,2016
3365,2,2016
3366,40,2016
3367,40,2016
3368,50,2016
3369,3,2016
3370,12,2016
3371,0,2016
3372,15,2016
3373,0,2016
3374,0,2016
3375,97,2016
3376,8,2016
3377,5,2016
3378,4,2016
3379,3,2016
3380,5,2016
3381,4,2016
3382,15,2016
3383,12,2016
3384,60,2016
3385,6,2016
3386,2,2016
3387,25,2016
3388,2,2016
3389,12,2016
3390,0,2016
3391,10,2016
3392,0,2016
3393,0,2016
3394,15,2016
3395,12,2016
3396,3,2016
3397,0,2016
3398,30,2016
3399,4,2016
3400,90,2016
3401,8,2016
3402,15,2016
3403,5,2016
3404,3,2016
3405,24,2016
3406,50,2016
3407,15,2016
3408,8,2016
3409,4,2016
3410,0,2016
3411,60,2016
3412,35,2016
3413,12,2016
3414,10,2016
3415,1,2016
3416,30,2016
3417,1,2016
3418,2,2016
3419,4,2016
3420,10,2016
3421,50,2016
3422,4,2016
3423,5,2016
3424,4,2016
3425,4,2016
3426,0,2016
3427,5,2016
3428,2,2016
3429,12,2016
3430,6,2016
3431,0,2016
3432,2,2016
3433,30,2016
3434,0,2016
3435,50,2016
3436,15,2016
3437,20,2016
3438,3,2016
3439,97,2016
3440,5,2016
3441,1,2016
3442,5,2016
3443,6,2016
3444,3,2016
3445,20,2016
3446,30,2016
3447,50,2016
3448,0,2016
3449,6,2016
3450,9,2016
3451,50,2016
3452,5,2016
3453,1,2016
3454,6,2016
3455,25,2016
3456,10,2016
3457,15,2016
3458,1,2016
3459,15,2016
3460,0,2016
3461,5,2016
3462,5,2016
3463,12,2016
3464,3,2016
3465,5,2016
3466,2,2016
3467,50,2016
3468,6,2016
3469,97,2016
3470,50,2016
3471,25,2016
3472,5,2016
3473,0,2016
3474,0,2016
3475,4,2016
3476,10,2016
3477,0,2016
3478,24,2016
3479,12,2016
3480,7,2016
3481,30,2016
3482,2,2016
3483,6,2016
3484,50,2016
3485,3,2016
3486,7,2016
3487,97,2016
3488,5,2016
3489,0,2016
3490,5,2016
3491,0,2016
3492,24,2016
3493,0,2016
3494,50,2016
3495,3,2016
3496,0,2016
3497,0,2016
3498,1,2016
3499,2,2016
3500,3,2016
3501,30,2016
3502,3,2016
3503,0,2016
3504,4,2016
3505,10,2016
3506,0,2016
3507,5,2016
3508,12,2016
3509,2,2016
3510,15,2016
3511,97,2016
3512,4,2016
3513,6,2016
3514,2,2016
3515,2,2016
3516,0,2016
3517,4,2016
3518,3,2016
3519,0,2016
3520,0,2016
3521,0,2016
3522,5,2016
3523,0,2016
3524,12,2016
3525,12,2016
3526,3,2016
3527,0,2016
3528,5,2016
3529,0,2016
3530,7,2016
3531,25,2016
3532,9,2016
3533,30,2016
3534,0,2016
3535,0,2016
3536,25,2016
3537,4,2016
3538,5,2016
3539,13,2016
3540,12,2016
3541,1,2016
3542,0,2016
3543,7,2016
3544,5,2016
3545,10,2016
3546,10,2016
3547,4,2016
3548,0,2016
3549,25,2016
3550,12,2016
3551,2,2016
3552,5,2016
3553,2,2016
3554,4,2016
3555,0,2016
3556,10,2016
3557,0,2016
3558,2,2016
3559,4,2016
3560,12,2016
3561,4,2016
3562,0,2016
3563,30,2016
3564,5,2016
3565,1,2016
3566,50,2016
3567,9,2016
3568,15,2016
3569,0,2016
3570,11,2016
3571,0,2016
3572,3,2016
3573,0,2016
3574,1,2016
3575,0,2016
3576,10,2016
3577,97,2016
3578,20,2016
3579,3,2016
3580,10,2016
3581,6,2016
3582,0,2016
3583,1,2016
3584,6,2016
3585,14,2016
3586,2,2016
3587,12,2016
3588,25,2016
3589,12,2016
3590,10,2016
3591,32,2016
3592,20,2016
3593,3,2016
3594,50,2016
3595,0,2016
3596,0,2016
3597,0,2016
3598,50,2016
3599,3,2016
3600,50,2016
3601,2,2016
3602,4,2016
3603,0,2016
3604,20,2016
3605,0,2016
3606,50,2016
3607,5,2016
3608,30,2016
3609,1,2016
3610,2,2016
3611,30,2016
3612,97,2016
3613,5,2016
3614,0,2016
3615,4,2016
3616,1,2016
